gnd,surname,prename,name_complete,gender,biography_1,bibliography_1,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
1141826380,Schultze,Mathilde,Schultze Mathilde,female,Gattin des preussischen Abgeordneten Schultze.,"‒ Denkmäler der Liebe. Für die weibl. Jugend. 8. (325 m. 2 L.) Wismar 1869, Hinstorff. 3.–; geb. 4.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047918196,Schulz,Frl. Gabriele,Schulz Gabriele,female,"Ps. E. Nilas, Gramzow in der Uckermark, Klosterberg, ist am 29. Juni 1860 in Dresden als Tochter des Rechtsanwaltes und Notars G. Schulz geboren. Schon als Kind hatte Sch. den starken Drang, »Geschichten auszudenken«, und als junges Mädchen schrieb und dichtete sie »lustig drauf los«. 1886 starb ihr Vater, sie siedelte mit ihrer Mutter nach Gramzow über, gründete dort eine Schule, bestand ihre Lehrerinnenprüfung und gestaltete den kleinen Anfang besser aus, indem sie mit einer andern Dame, Frl. Martha Zillich, gemeinsam die Schule und das Pensionat leitete und noch leitet. Werke s. E. Nilas.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117284106,Schulze-Smidt,Frau Bernhardine,Schulze-Smidt Bernhardine,female,"Ps. E. Oswald, Bremen, Meinkenstrasse 70, geboren auf Gut Dungen bei Bremen den 19. August 1846 als die älteste Tochter des Senators Smidt, verlebte sie im Kreise einer grossen Familie, deren Mittelpunkt der Patriarch, der alte Bürgermeister Johann Smidt zu Bremen, der Gründer Bremerhafens, war, eine reiche und glückliche Jugend. Die poetische Veranlagung B.'s entwickelte sich unter dem geistigen Einfluss ihres bedeutenden Vaters zur vollen Blüte. 1869 verheiratete sich B. mit dem Regierungsrat Schulze, den sie nach 17jähriger Ehe durch den Tod verlor. Sie wohnte dann einige Iahre in München und nahm später ihren dauernden Wohnsitz in Bremen.","‒ Alard. Epos. Bremen 1877, Kühlmann. ‒ Aus Heimat u. Fremde. 2 Nov. 1875. ‒ Bleistift-Skizzen. Erinnergn. an die Pariser Weltausstellg. von 1889. 8. (93) Bremen 1890, Kühtmann. 1.50; geb. 2.25 ‒ Constantinopel. Friedliche Reiseerinnergn. 8. (197) Dresden 1897, C Reissner. 3.–; geb. 4.– ‒ Deutsche Geisterstimmen. Vaterländ. Festsp. 8. (33) Berlin 1884, Mittler & Sohn. –.75 ‒ Er lebt. Erzählg. 2. Aufl. 8. (298) Bielefeld 1892, Velhagen & Klasing. 2.–",Schulze-Smidt Bernhardine,"Fern von der Welt Getriebe. 2 Nov. 1874. u. Gül hanendé Assim-Agha. Rosenblätter. Lieder u. Sprüche des Volkssängers u. Improvisators A.-A. Dem Neutürk. nachgedichtet v. B. S.-S. 8. (148 m. farb. Umrandgn. u. 4 Bildern.) Leipzig 1893, Schmidt & Günther. 3.–; geb. 4.50 u. Pauline Endmannsdörfer. Türkische Liebeslieder m. Texten des Assim-Agha Gül-Hanandé. 2. Aufl. Berlin. u. Jos. Rheinberger. Vom goldenen Horn. Türkisches Liederspiel f. Solostimmen, gemischten Chor u. PJanoforte. Komponiert von Rh. Op. 182. Text nach dem Neutürk. des Assim Agha Gül hanendé v. B. S.-S. 8. (10) Leipzig 1885, F. E. C. Leuckart. –.20","‒ Franzosengeschichten. 3 Nov. Dresden 1898, Carl Reissner. 3.– ‒ Holde Siebzehn. Erzählg. für junge Mädchen. 2 Aufl. 8. (414 m. 6 Tonbildern) Bielefeld 1897, Velhagen & Klasing. geb. 5.50 ‒ Im Aquarium. Nov. 1876. ‒ Inge von Rantum. Eine Sylter Nov. 4. Aufl. 8. (264) Koblenz 1895, W. Groos. geb. 4.– ‒ In Moor u. Marsch. Rom. aus dem Iahre 1812. 8. (442) Bielefeld 1893, Velhagen & Klasing. geb. 5.50 ‒ Jugendparadies. Eine wahre Geschichte für die Kinder u. ihre Freunde. 8. (326 m. 6 Bildern) Ebda. 1895. geb. 5.50 ‒ Kein Gitter hindert Cupido. Rom. 8. (265) Dresden 1897, Carl Reissner. 3.–; geb. 4.– ‒ L'Omicida. Il Bricconcello. 2 Novellen. 8. (315) Ebda. 1895. 5.–; geb. 6.– ‒ Mellas Studentenjahr. Eine Backfischgeschichte. 2. Aufl. 8. (302 m. 6 Tonbild.) Bielefeld 1897, Velhagen & Klasing. geb. 5.50 ‒ Mit dem Glücksschiff. Eine Geschichte zu Wasser n. zu Lande für junge Mädchen. 8. (345 m. 6 Bildern.) Ebda. 1896. geb. 5.50 ‒ Pave, der Sünder. Eine Geschichte aus Dalmatien. 8. (347) Stuttgart 1896, Deutsche Verlags-Anstalt. 5.–; geb. 6.– ‒ Pfadfinder. 2 Erzählgn. 8. (400) Bielefeld 1889, Velhagen & Klasing. 3.– ‒ Russische Sagen. In freier Nachdichtg. 8. (63) Gotha 1885, F. A. Perthes. 5.– ‒ So wachsen deiner Seele Flügel! Rom. 2. Aufl. 2 Bde. (569) Stuttgart 1897, Deutsche Verlagsanstalt. 6.– ‒ u. – Türkische Liebeslieder. Duette. Ebda. ‒ Weltkind. Eine Idylle aus dem Rheingau. 12. (248) Dresden 1896, C. Reissner. 3.–; geb. 4.– ‒ Wenn man liebt. Eine Geschichte in 4 Büchern. 8. (392) Bielefeld 1892, Velhagen & Klasing. geb. 5.– ‒ Zwei Novellen. (Tote Kohlen. Il Pomo d'oro.) 8. (308) Gotha 1883, F. A. Perthes. 4.–",.,.,.,.,.,.,.,.,.,.,.,.
117293962,Schumacher,Frau Tony,Schumacher Tony,female,"Stuttgart, Olgastrasse 33, geboren den 17. Mai 1848 in Ludwigsburg als Tochter des Generallieutenants v. Baur-Breitenfeld, Gattin des Geh. Hofrats v. Schumacher in Stuttgart. Ausser den hier angeführten Werken hat sie Verschiedenes in illustrierten und belletristischen Journalen veröffentlicht. Einzelne ihrer Werke hat sie selbst illustriert.","‒ Du und deine Hausgenossen. 8. (117) Ravensburg 1897, Otto Maier. 1.25; geb. 1.80 ‒ Eine glückliche Familie. Eine hübsche Geschichte u. Anleitg., wie Kinder im Haushalte helfen u. zum Glück der ihrigen beitragen können. 8. (148) Stuttgart 1896, Levy & Müller. geb. 2.50 ‒ Ich gratuliere! Sammlg. von Gelegenheitsgedichten, kleinen Scherzen u. Aufführgn. zu Familienfesten f. uns. Kinderwelt. 8. (122) Leipzig 1883, Spamer. 2.–; kart 2.50 ‒ Lottchen und Gertrud od. Grossmutters Holzpuppe u. der Enkelin Wachspuppe. Vergleichende Erzählg. in Reimen aus der guten alten Zeit u. der Neuzeit, 8. (128) Ebda. 1885. 2.–; kart. 2.50 ‒ Mütterchens Hilfstruppen. Eine hübsche Geschichte u. Anleitg., wie Knaben u. Mädchen im Haushalte helfen können. 8. (156) Stuttgart 1895, Levy & Müller. geb. 2.50 ‒ Schulleben. Eine Geschichte für jung u. alt zum Lachen u. Weinen. 8. (158) Ebda. 1897. geb. m. Schwamm 3.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1206955341,Schumann,Bertha,Schumann Bertha,female,"Was Grossmutter erzählt. Kurze Geschichten für kleine Leute. 4. (165 m. 6 Farbdr.) Stuttgart 1894, F. Loewe. kart. 3.–",‒ Dasselbe. 2. Aufl. 8. (165 m. 6 Farbdr.) Ebda. 1895. geb. 3.–,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128099658,Schuppe,Frl. Emilie,Schuppe Emilie,female,"Ps. H. M. Frey, Breslau, Kl. Scheitnigerstrasse 12, am 10. November 1843 als sechstes Kind des damaligen Stadtgerichtsdirektors Heinrich Schuppe in Brieg in Schlesien geboren, war sie ein Iahr alt, als ihr Vater als Oberlandesgerichtsrat nach Gross-Glogau versetzt wurde, wo sie ihre Kindheit verlebte. 1858 kam ihr Vater als Obertribunalsrat nach Berlin. Dort besuchte sie noch anderthalb Iahre die höhere Töchterschule. 1864 nahm ihr Vater seinen Abschied und zog nach Breslau. 1880 fing sie an zu schriftstellern, da sie seit dieser Zeit unentwegt schwere chronische Leiden verfolgen, welche sie nicht teilnehmen lassen an dem Leben gesunder Menschen. Werke s. H. M. Frey.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119095548,Schurmann,Anna Marie,Schurmann Anna Marie,female,"geboren den 5. November 1607 in Köln, gestorben den 5. Mai 1678 in Winwarden.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1144986044,Schurz,Frl. Mathilde,Schurz Mathilde,female,"Ps. F. Devantier, Wien XV., Mariahilfer Gürtel 41, wurde am 11. August 1868 in Prag als echtes Theaterkind im Neustädter Theater, dem ihre Eltern angehörten, geboren. Auch M. sollte, nachdem man bei ihr hervorragendes theatralisches Talent fand, für die Bühne ausgebildet werden. Sie konnte aber infolge eines Halsleidens diesem Berufe nicht nachkommen. 1885 erschien ihr erstes Feuilleton in der Wiener »Presse«. Seither schreibt sie Novelletten und Feuilletons für verschiedene Zeitungen und Zeitschriften. Seit zwei Iahren schreibt sie den humoristischen Briefkasten der »Deutschen Warte«. In der »Illustrierten Welt« sind zwei mundartliche Erzählungen von ihr erschienen.","‒ 's Seeröserl. Erzählg. Mit Titelbild. 8. (45 m. Bildnis.) Lübeck, Verlag der Novellen-Bibliothek. –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117316504,Schuselka-Brüning,,Schuselka-Brüning,female,Der Reichtum des Arbeiters. 1864.,"‒ Ein verlorener Vater. Charakterlustsp. von A. Dumas, bearbeitet von Sch.-Br.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117140678,Schütz,Charlotte,Schütz Charlotte,female,"geboren 1789 in Halle, gestorben am 26. Dezember 1817.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11673471X,Schütze,Käthe,Schütze Käthe,female,"Charlottenburg, Lützowerstrasse 3, schreibt Feuilletons für Tageszeitungen. Gegenwärtig arbeitet K. Sch. an einem Werke, das Ende dieses Iahres erscheinen dürfte.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117325937,Schwab,Frida,Schwab Frida,female,"Frankfurt a. M., geboren den 25. Januar 1856 in Dürkheim. Sie ist als Malerin und Schriftstellerin thätig.","‒ Fata Morgana. Dichtungen. 8. (160) München 1894, Münchner Handelsdruckerei u. Verlagsanstalt M. Poessl. 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101226713X,Schwab,Pauline,Schwab Pauline,female,"Anleitung zum Blumenmalen durch Vorlagen in Farbendr. m. Erklärg. 3. Ausg. 4 Hfte. 4. (à 4 Chromolith. u. 2 Steintaf. m. 1 Bl. Text) Karlsruhe 1879, Veith. à 4.50","‒ Blumenstudien. Nach der Natur gemalt. 1.–6. Heft. Fol. (à 6 Steintaf.) Ebda. 1858–65. à 5.– ‒ Dasselbe. 1. Heft 2. Ausg. 1., 7. u. 8. Heft. Fol. (à 6 L.) Ebda. 1866–69. à 5.– ‒ Neue Anleitg. z. Blumenmalen. 1. u. 2. Heft. Fol. (12 L.) Ebda. 1865. à 4.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127970304,Schwahn,Ottilie,Schwahn Ottilie,female,"Lübben, Niederlausitz, geboren am 26. September 1849 zu Lübben im Spreewald. Ihre Ausbildung genoss sie in der höheren Töchterschule ihrer Vaterstadt und war es schon damals eine ihrer Lieblingsbeschäftigungen, gehörte und gelesene Geschichten weiter fortzuspinnen und neue zu ersinnen. Auch in späteren Iahren setzte sie das fort und hatte in der Kinderschar ihres grossen Verwandtenund Bekanntenkreises stets willige Zuhörer. Von bewährten Kinderfreunden und Erziehern aufgefordert, schrieb sie einige ihrer Geschichten nieder und sandte sie zur Begutachtung an Thekla v. Gumpert, welche die Arbeiten in Herzblättchens Zeitvertreib aufnahm. Hierdurch ermutigt, wagte sie sich an eine grössere Erzählung, für die sie in dem Verlage von Winckelmann & Söhne in Berlin sogleich freundliche Aufnahme fand. – Verschiedene selbständige Bücher sowie Beiträge zu Jugendzeitschriften und Sammelwerken folgten bald jenen Erstlingswerken und wurde O. Sch. von der obengenannten Verlagsbuchhandlung mit der Neubearbeitung der bekannten A. Steinschen Jugendschriften betraut. Im Laufe der letzten Iahre hat sie sich besonders eingehend mit dem Studium der Sagen und Gebräuche des Niederlausitzer Wendenvolkes befasst und auch ihre jungen Leser mit letzterem bekannt zu machen gesucht. »Die Kinder des Auswanderers« spielen ebenfalls im Spreewalde und geben ein anschauliches Bild von der Eigenart der noch jetzt an den uralten Gebräuchen und Überlieferungen festhaltenden Spreewaldwenden.",.,Schwahn Ottilie,"Alte Bekannte. 3. Aufl. 8. (406) Berlin 1891, Winckelmann & Söhne. geb. 4.50","‒ Aschenputtel u. Dornröschen. Fol. (16 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. 1.30 ‒ Aus dem Märchenlande. Eine Auswahl schöner Märchen, den Gebrüdern Grimm und anderen nacherzählt. 4. (32 m. z. Tl. farb. Bild.) München 1891, Th. Stroefer. kart. 3.– ‒ Biblische Helden. 4. (20 m. 8 farb. Bild.) München 1892, Nürnberg, Th. Stroefer. 1.50 ‒ Butterblumenhof. Mit Gedichten v. O. S. (Ausgestanzt.) 4. (14 m. farb. Bild.) München 1891, Th. Stroefer. 1.50 ‒ Christliche Saatkörner. I. Serie. 10 Büchelchen m. Texten in Poesie u. Prosa. 16. (à 4–6 m. je 1 Farbedr.) Nürnberg 1894, Th. Stroefer. 1.– ‒ Der gestiefelte Kater. 4. (14 m. z. Tl. farb. Bildn.) Nürnberg 1896. Th. Stroefer. –.75 ‒ Dornröschen. 4. (14 m. z. Tl. farb. Bildern) Ebda. 1896. –.75 ‒ Emmy und Hannchen. Eine Erzählg. für kleine Mädchen. 8. (188 m. 4 Chromol.) Berlin 1882, Winckelmann & Söhne. geb. 4.– ‒ Felicia. Aus dem Tagebuche eines jungen Mädchens. 4. Aufl. 2 Tle. 8 (699) Ebda. 1893. geb. 8.– ‒ Geschichte Jesu. Die 4. (14 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.75 ‒ Geschichte von Samuel. Die, u. andere schöne biblische Geschichten. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Herzblättchens Freunde. Erzählgn. u. Verse. (Ausgestanzt.) Fol. (14 m. z. T. farb. Bildern) Ebda. 1894. –.75 ‒ In der Sommerwohnung. Erzählgn. u. Verse. 8. (32 m. z. T. farb. Bildern) Ebda. 1893. kart. 1.50 ‒ Jesu Kindheit. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Jesus der gute Hirt. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Joseph und seine Brüder u. andere biblische Geschichten. 4. (12 m. z. T. farb. Bildern) Ebda. 1893. –.40 ‒ Kinder. Die, des Auswanderers. 8. (119) Leipzig, G. Wigand. 3.– ‒ Kinderlust. Mit Erzählgn. u. Versen. 8. (31 m. z. T. farb. Illustr.) München 1892, Nürnberg, Th. Stroefer. kart 1.50 ‒ Kommet her zu mir! 4. (12 m. z. T. farb. Bild.) München 1893, Stroefer. –.40 ‒ Maries Tagebuch. 3. Tl. der »52 Sonntage«. Neu bearb. 8. (345 m. 3 Farbdr.) Berlin 1895, Winckelmann & Söhne. geb. 3.– ‒ Prinzessin Tausendschön. (Ausgestanzt.) 4. (14 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.75 ‒ Tagebuch dreier Kinder. 2. Tl. der »52 Sonntage«. Neu bearb. 8. (337 m. 4 Farbendr.) Berlin 1894, Winckelmann & Söhne. kart. 3.– ‒ Tante Lottchen und ihr Hofstaat. Ein Buch für meine jungen Freunde. 8. (234 m. 6 Chromolith.) Ebda. 1884. geb. 4.50 ‒ Vom Hirtenknaben bis zum Könige. 4. (12 m. z. T. farb. Bildern) Nürnberg 1893, Th. Stroefer. –.40 ‒ Zweiundfünfzig Sonntage od. Tagebuch dreier Kinder. Neu bearb. 25. Aufl. Jubiläumsausgabe. 8. (346 m. 4 Farbendr.) Berlin 1894, Winckelmann & Söhne. kart. 3.–",.,.,.,.,.,.,.,.,.,.,.,.
124372015,Schwartz,Marie Sophie,Schwartz Sophie Marie,female,"geb. Birath, eine Schwedin, deren fast sämtliche Werke ins Deutsche übersetzt wurden, wurde am 4. Juli 1819 zu Borås geboren, gestorben den 7. Mai 1894 in Stockholm.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130150142,Schwarz,Maria,Schwarz Maria,female,"Wien IX., Galileigasse 3, geboren am 27. Oktober 1852 in Wien, wo sie als Bürgerschuldirektorin wirkt. Sie redigierte seinerzeit die Lehrerinnenzeitung und ist Vicepräsidentin des Vereins der Lehrerinnen und Erzieherinnen Österreichs, sowie Mitarbeiterin",‒ Die Schülerbibliotheken Deutschlands.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117367893,Schwarz,Agnes Sophie,Schwarz Sophie Agnes,female,"aus Kurland, geb. Becker (1754–1789).",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
124297854,Schwarzburg-Sondershausen,Fürstin Friederike Alexandrine Marie Katharina Charlotte Eugenie Luise Mathilde von,Schwarzburg-Sondershausen Eugenie Friederike Marie Katharina Charlotte Mathilde Alexandrine Luise,female,"Tochter des Fürsten Aug. Karl zu Hohenlohe-Öhringen, Ps. M. Dornheim, geboren 3. Juli 1814. Werke s. M. Dornheim.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159392498,Schwarzenau,Marie von,Schwarzenau Marie,female,"Ps. L. v. Erlburg, geboren den 23. Mai 1815 als die Tochter eines hessischen Offiziers, gestorben am 4. April 1880 in Speyer. Werke s. L. v. Erlburg.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127970789,Schweichel,Elise,Schweichel Elise,female,"Schöneberg bei Berlin, Akazienstrasse 6 III, wurde am 17. September 1831 zu Königsberg in Preussen als Tochter des Kaufmanns Langer geboren, verheiratete sich im Iahre 1855 mit dem bekannten Schriftsteller Robert Schweichel und lebte mit ihrem Gatten abwechselnd in der Schweiz, Berlin, Leipzig, Hannover,",‒ Dunkle Mächte. Rom. In Fesseln. Nov. Illustr. v. O. Herrfurth. Berlin 1897. H. Hillger.,Schweichel Elise,"Dunkle Mächte. Rom. In Fesseln. Nov. 12. (127 m. 25 Illustr.) Berlin 1897, H. Hillger. –.20 Ergänzg. zu Elise Schweichel. Band II.",.,.,.,.,.,.,.,.,.,.,.,.,.
1171444737,Schwerin,Gräfin Helene von,Schwerin Helene,female,"geboren am 5. April 1858 zu Gröbitz in Thüringen, starb daselbst den 13. Oktober 1894.","‒ Lieder aus dem Hagedorn. Gedichte. 2. Tl. Gedichte aus dem Nachlasse. 12. (39 m. Bildnis) Anklam 1895, F. Krüger. 1.50; geb. 2.– ‒ Dasselbe. 2. Aufl. Mit den Gedichten aus dem Nachlasse. (147) Ebda. 1895. geb. 4.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117421987,Schwerin,Frau Jeannette,Schwerin Jeannette,female,"Berlin, An der Schleuse 13, ist 1852 als die Tochter des Arztes Dr. Abarbanell geboren, der sich durch sein gemeinnütziges Wirken, namentlich um die Hebung das Handwerkerund Arbeiterstandes viel Verdienste erworben hat. Er war Mitbegründer und langjähriger Vorsitzender des grossen Berliner Handwerkervereins. Auch ihre Mutter interessierte sich für Volkswohl und war eine der ersten Vorsitzenden des Frauenvereins zur Förderung der Fröbelschen Kindergärten. Jeannette wurde durch die Erziehung und das Beispiel der Eltern frühzeitig zu humanitären Arbeiten angeregt. Nach Absolvierung der höheren Töchterschule besuchte sie die 1869 von Lina Morgenstern begründete Akademie zur wissenschaftlichen Fortbildung für junge Damen. Mit dem Sanitätsrat Dr. Schwerin seit 25 Iahren verheiratet, wird sie von ihrem Gatten in ihren Bestrebungen auf das eifrigste unterstützt. Seit 6 Iahren hat Frau I. Sch. sich verschiedenen Vereinen angeschlossen, in","‒ Von welchen Bedingungen ist eine wirksame Armenpflege abhängig? Vortrag, gehalten zu Bristol vor einer Versammlg. von Armenpflegerinnen von Margaret Sewell. Autorisierte Übers. von I. Sch. 8. Berlin 1897, Ferd. Dümmler. –.20",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038544440,Schwerin,Gräfin Josefine,Schwerin Josefine,female,"Ps. I. Westritz, Königsberg in Preussen, Landhofmeisterstrasse 7, Schwester der Gräfinnen Agnes und Franziska von Schwerin, (siehe diese) geboren am 7. März 1836 zu Wehlau in Ostpreussen. Werke s. auch I. Westritz.","‒ Am Scheidewege. Rom. 8. (219) Berlin 1880, Grosser. 4.50 ‒ An Luise. Nov. 8. (110) Berlin 1886, A. Goldschmidt. –.50 ‒ Das Recht der Jugend. Rom. 8. (332) Berlin 1896, O. Janke. 5.– ‒ Der Herr Major. Nov. 12. (93) Berlin 1886, Goldschmidt. –.50 ‒ Dasselbe. Aufl. 1898. Ebda. 2.– ‒ Der ist es. Rom. 2. Aufl. 12. (128) Ebda. 1889. –.50 ‒ Drei Iahre. Neue Ausg. 12. (251) Wolfenbüttel 1883, Zwissler. geb. 1.– ‒ Ein Kuss. Erziehungsresultate. Novellen. 3. Aufl. 8. (108) Berlin 1897, Albert Goldschmidt. –.50 ‒ Einsame Wege. Rom. 2 Bde. 8. (436) Leipzig 1892, Dresden, C. Reissner. 6.–; in 1 Bd. geb. 7.–; erm. Pr. 1.50 ‒ Hedda. Rom. 8. (404) Davos 1891, H. Richter. 4.– ‒ Janusbilder. Novellen. 2 Bde. 8. (406) Dresden 1875, Baensch. 6.– ‒ Im Feuer. Anonym. Novellen. 12. (124) Berlin 1885, A. Goldschmidt. –.50 ‒ Im Wechsel der Zeiten. 12. (212) Ebda. 1884. 4.–; bill. Ausg. 1.– ‒ In Banden. 8. (246) Ebda. 1877. 3.– ‒ Irrwege. 12. (213) Ebda. 1889. 1.– ‒ Martina. Rom. 12. (213) Ebda. 1890. 1.– ‒ Neues Leben. Erzählg. 12. (309) Ebda. 1887. 1.50 ‒ Pflicht. Rom. 8. (324) Berlin 1892, O. Janke. 5.–; wohlf. Ausg. 2.– ‒ Rodanseck. 8. (238) Berlin 1883, A. Goldschmidt. 1.– ‒ Stephan Lorenzen. Erzählg. 4. (32) Stuttgart 1876, Kröner. –.50 ‒ Täuschungen. 8. (320) Berlin 1878, A. Goldschmidt. 5.– ‒ Veilchengrüsse. 3 Novellen. 8. (339) Ebda. 1886. 4.50 ‒ Dasselbe. 12. (135) Ebda. 1887. –.50 ‒ Verurteilt. Rom. 8. (251) Berlin 1894, O. Janke. 4.– ‒ Wie sie hassen u. lieben. Novellen. 8. (363) Berlin 1881, Goldschmidt. 4.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055961984,Schwerin,Gräfin Luise von,Schwerin Luise,female,"geb. Freiin von Nordeck zur Rabenau, Nordeck, Post Fronhausen, Main-Weser-Bahn, ist die Verfasserin",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1115741780,Schwester Martha,,Schwester Martha,female,"64. (16) Karlsruhe 1875, Barmen, Klein. –.09",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117458856,Sebaldt v. Werth,Max,Sebaldt v. Werth Max,female,s. Nany vom Hof.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918039,Sebregondi,Maria di,Sebregondi di Maria,female,"geb. ten Brink, s. Maria Lenzen.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119187787,Sedgwick,Miss Catherine,Sedgwick Miss Catherine,female,"Arm und Reich. Erzählg. für die Jugend. 8. (182) Hannover 1865, C. Rümpler. 1.50","‒ Leben der Lucretia Maria Davidson. Aus dem Engl. 12. (200) Leipzig 1848, Brockhaus. 2.40 ‒ Verheiratet oder ledig? 5 Bde. 8.(910) Leipzig 1858, Stuttgart, Werther. à 1.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760394,Seebach,Marie,Seebach Marie,female,"Schauspielerin und österreichische Dichterin, geboren den 24. Februar 1834 in Riga, gestorben im Iahre 1897.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081980958,Seeberg,Friederike,Seeberg Friederike,female,"geb. Hesselberg, geboren den 23. Oktober 1826 in Dalbingen, gestorben den 20. Mai 1868.","‒ Am Fusse des Ölberges. Ein Blütenstrauss hinterlassener Dichtgn. 1. Tl. 16. (163) Eisenach 1872, Bacmeister. geb. m. Goldschn. 3.– ‒ Das Stift. Nordische Photographieen. 3 Bde. 1860–1862.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117447234,Segert-Stein,Frau Anna,Segert-Stein Anna,female,"Ps. A. Stein u. A. Segert-Stein, Altstrelitz, Mecklenb., geboren am 17. Februar 1861 in Strelitz als Tochter eines Tischlermeisters. Seit 1888 in Ludwigsburg verheiratet, hat sie sich auf allen Gebieten der Dichtkunst versucht.","‒ Daniel Sanders Gedenkbuch. 8. (70) Neustrelitz 1897, Barnewitz. 2.– ‒ In stillen Stunden. Gedichte. 12. (72) Wismar 1886, Hinstorffs Verlag. geb. m. Goldschn. 2.40 ‒ Kopf und Herz. Lustsp. 1881. ‒ Wilde Rosen. Dichtgn. 8. (314) Breslau 1884, Schottländer. 3.–; geb. 4.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1081428503,Seher-Thoss,Gräfin Olga,Seher-Thoss Olga,female,"geb. Gräfin Strachwitz, Dobrau, Post Krappitz, Pr. Schlesien.","‒ Beim Tabernakel. Besuchungen d. allerheil. Sakraments. 32. (300) Wien 1892. Mayer & Co. 1.50 ‒ Der Gott geweihte Tag der christlichen Seele. Gebete. 2. Aufl. 16. (314) Ebda. 1883. 4.– ‒ Des Christen Hilfe. Ein Lehr-, Gebetu. Betrachtungsbuch. 16. (491) Breslau 1881, Aderholz. 2.– ‒ Kommunion-Buch. 16. (480) Ebda. 1882. 4.– ‒ Litaneien. Gebetbuch f. katholische Christen. 16. (782) Wien 1893, Mayer & Co. 5.– ‒ Tägliche Lesung f. jeden Tag des Iahres. 16. (576) Wien 1896, Gerold & Co. 5.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117454990,Seidel,Amalie,Seidel Amalie,female,"Praktisches Kochbuch f. Stadt u. Land. 16. (95) Potschappel 1875, Engelmann. –.60; kart. 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120967340,Seidel,Emilie,Seidel Emilie,female,"geb. Löwecke, geboren am 20. April 1804 in Berlin, gestorben 1875.","‒ Friede sei mit euch! Gedichte zum Geleit durch das Leben. 8. (124) Berlin 1869, Haude & Spener. 1.–; geb. 1.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118760653,Seidler,Luise,Seidler Luise,female,"geboren den 15. Mai 1786 in Jena, gestorben den 7. Oktober 1866 in Weimar.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1048569284,Seiffert,Fried,Seiffert Barbara Fried.,female,"Barbara, geb. Kapp, geboren 6. April 1769 zu Hof.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117468010,Seiler,Frau Wilhelmine,Seiler Wilhelmine,female,"geb. Adam, Miesbach O.-B., geboren am 4. März 1827, verheiratete sie sich mit Professor Robert Seiler in Miesbach, Oberbayern. Viele ihrer Gedichte erschienen in Anthologieen.",‒ Marienblumen. Gedichte. 1878.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
